date,campaign_id,campaign_name,adgroup_id,adgroup_name,impressions,clicks,cost,conversions,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments
1/17/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,117890,87234,58901,44234,29567,5678,1634,312
1/17/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,201234,152345,120456,77890,47234,8901,2456,589
1/17/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,378901,304567,243456,172345,114567,19567,5678,1567
1/18/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,290123,4189,567.8,44,236789,184567,115678,78234,52345,10456,2812,678
1/18/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,113456,83567,56234,42345,28234,5523,1589,301
1/18/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,248901,3934,478.5,35,195234,148901,117890,76234,46234,8734,2401,578
1/18/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,367890,296234,237890,168234,111234,19234,5534,1523
1/19/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,229234,179234,112234,75678,50234,10123,2712,645
1/19/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,107890,79567,53678,40234,26890,5234,1456,278
1/19/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,187890,142345,112345,72345,43789,8456,2267,545
1/19/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,356789,287234,229234,162345,107890,18756,5345,1456
1/20/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,209234,163567,102567,69567,46567,9123,2423,601
1/20/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,97890,72345,48901,36789,24890,4901,1356,256
1/20/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,173456,131567,103567,67234,40567,8012,2201,523
1/20/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,321234,258901,207890,147234,97456,16901,4912,1345
1/21/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,445.7,34,195234,153456,96234,65234,43567,8756,2234,534
1/21/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,678.9,67,89234,67234,45234,34234,23456,4567,1234,234
1/21/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,157890,121234,96234,61234,37456,7345,2034,489
1/21/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,301234,245678,196789,140234,93456,16234,4789,1289
1/22/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,221234,173456,109234,73567,49234,9789,2634,623
1/22/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,103456,76234,51234,38567,25789,5123,1456,278
1/22/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,182345,137890,108901,70567,42789,8456,2301,545
1/22/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,332345,267890,214567,151234,99567,17756,5012,1389
1/23/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,182345,114567,77234,51234,10345,2789,656
1/23/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,81234,54678,41234,27567,5456,1567,289
1/23/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,195678,148234,117234,75234,45789,8567,2345,567
1/23/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,356789,289234,231456,164567,109234,18890,5456,1489
1/24/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,312345,4567,623.4,48,256789,200234,125678,84567,56234,11234,3012,723
1/24/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,172345,3345,867.9,87,123456,91234,61567,46234,30789,5890,1678,334
1/24/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,267890,4123,512.6,37,212345,160234,126789,81234,49234,9123,2567,612
1/24/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,456789,7456,1167.8,118,389012,312345,249234,177890,118234,20234,5912,1623
1/25/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,323456,4789,645.7,50,267890,208901,131234,88234,58901,11567,3134,734
1/25/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,178901,3456,889.5,89,128901,95678,64567,48567,32345,6123,1734,345
1/25/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,278901,4234,534.2,39,223456,168901,133456,85678,51789,9456,2634,623
1/25/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,467890,7623,1189.4,120,401234,323456,258901,184567,122345,20789,6034,1678
1/26/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,245678,191234,119234,80234,53456,10789,2901,689
1/26/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,117890,87234,58901,44234,29567,5678,1634,312
1/26/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,201234,152345,120456,77890,47234,8901,2456,589
1/26/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,378901,304567,243456,172345,114567,19567,5678,1567
1/27/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,229234,179234,112234,75678,50234,10123,2712,645
1/27/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,107890,79567,53678,40234,26890,5234,1456,278
1/27/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,187890,142345,112345,72345,43789,8456,2267,545
1/27/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,356789,287234,229234,162345,107890,18756,5345,1456
1/28/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,221234,173456,109234,73567,49234,9789,2634,623
1/28/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,756.7,76,101234,74567,50234,37890,25234,5012,1423,267
1/28/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,178901,135234,106789,69234,41789,8234,2267,534
1/28/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,332345,267890,214567,151234,99567,17234,5012,1378
1/29/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,182345,114567,77234,51234,10345,2789,656
1/29/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,81234,54678,41234,27567,5456,1567,289
1/29/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,195678,148234,117234,75234,45789,8567,2345,567
1/29/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,356789,289234,231456,164567,109234,18890,5456,1489
1/30/2024,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,295678,4345,573.2,44,241234,188234,117890,79234,52789,10567,2856,667
1/30/2024,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,113456,83567,56234,42345,28234,5523,1589,301
1/30/2024,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,251234,3967,481.5,35,198901,150567,119234,76890,46567,8678,2378,556
1/30/2024,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,367890,296234,237890,168234,111234,19234,5534,1523
